PeakID (cmd=annotatePeaks.pl /sonas-hs/ware/hpc_norepl/data/foli/maizeCode/RA1_q40_F6L2LP_common.bed zm_v4 -ann /sonas-hs/ware/hpc/home/foli/software/homer/data/genomes/zm_v4/zm_v4.basic.annotation)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
10-1451	10	91641881	91642078	+	10.5	NA	"intron (transcript:Zm00001d024873_T001, intron 1 of 1)"	NA	5251	transcript:Zm00001d024873_T001								
8-2396	8	134594857	134595054	+	10.5	NA	NA	NA	-23233	transcript:Zm00001d010945_T001								
6-2164	6	152198920	152199117	+	10.5	NA	TTS (transcript:Zm00001d038240_T011)	NA	2809	transcript:Zm00001d038241_T001								
10-1596	10	35222006	35222203	+	10.5	NA	NA	NA	44841	transcript:Zm00001d023994_T004								
7-2592	7	156301400	156301597	+	10.5	NA	NA	NA	-1067	transcript:Zm00001d021569_T001								
8-2231	8	45246508	45246705	+	10.5	NA	NA	NA	-9525	transcript:Zm00001d009231_T001								
1-4645	1	284755139	284755336	+	10.5	NA	"intron (transcript:Zm00001d034133_T001, intron 2 of 5)"	NA	2912	transcript:Zm00001d034133_T001								
10-1869-2	10	40592743	40592940	+	10.5	NA	NA	NA	-111839	transcript:Zm00001d024058_T001								
4-3292	4	127889158	127889355	+	10.5	NA	NA	NA	-3665	transcript:Zm00001d050872_T001								
7-2398-2	7	54147852	54148049	+	10.5	NA	NA	NA	-54757	transcript:Zm00001d019727_T004								
3-2868-2	3	195922867	195923064	+	10.5	NA	NA	NA	-67145	transcript:Zm00001d043311_T001								
1-3972	1	265088160	265088357	+	10.5	NA	NA	NA	-6210	transcript:Zm00001d033510_T001								
6-1993	6	46484076	46484273	+	10.5	NA	NA	NA	-93610	transcript:Zm00001d035767_T001								
8-1807-2	8	164895070	164895267	+	10.5	NA	TTS (transcript:Zm00001d011944_T001)	NA	1140	transcript:Zm00001d011945_T005								
2-3122-2	2	3608354	3608551	+	10.5	NA	TTS (transcript:Zm00001d001966_T008)	NA	960	transcript:Zm00001d001966_T003								
1-4542	1	238614331	238614528	+	10.5	NA	"intron (transcript:Zm00001d032801_T019, intron 18 of 24)"	NA	239	transcript:Zm00001d032801_T004								
9-2351	9	92696842	92697039	+	10.5	NA	NA	NA	61560	transcript:Zm00001d046500_T001								
2-2820	2	69729885	69730082	+	10.5	NA	NA	NA	21282	transcript:Zm00001d000842_T001								
4-2546-2	4	171584955	171585152	+	10.5	NA	NA	NA	73800	transcript:Zm00001d051833_T001								
9-2035	9	104448616	104448813	+	10.5	NA	"5' UTR (transcript:Zm00001d046755_T001, exon 1 of 7)"	NA	25	transcript:Zm00001d046755_T001								
1-3671	1	73573447	73573644	+	10.5	NA	"exon (transcript:Zm00001d029504_T004, exon 7 of 10)"	NA	-2644	transcript:Zm00001d029505_T001								
1-3488	1	283194882	283195079	+	10.5	NA	"exon (transcript:Zm00001d034073_T001, exon 3 of 4)"	NA	2445	transcript:Zm00001d034073_T002								
9-1580	9	139672083	139672280	+	10.5	NA	"5' UTR (transcript:Zm00001d047707_T003, exon 2 of 5)"	NA	268	transcript:Zm00001d047707_T003								
1-3620	1	43906685	43906882	+	10.5	NA	"intron (transcript:Zm00001d028710_T001, intron 4 of 4)"	NA	1643	transcript:Zm00001d028710_T001								
5-3023	5	54599590	54599787	+	10.5	NA	NA	NA	-41532	transcript:Zm00001d014594_T002								
7-2430	7	78764609	78764806	+	10.5	NA	NA	NA	-53749	transcript:Zm00001d019947_T001								
5-2735	5	128801919	128802116	+	10.5	NA	NA	NA	-61433	transcript:Zm00001d001637_T001								
8-2240	8	48895657	48895854	+	10.5	NA	NA	NA	-60528	transcript:Zm00001d009265_T001								
4-2839-2	4	116374951	116375148	+	10.5	NA	NA	NA	37951	transcript:Zm00001d050696_T001								
1-3726	1	115162581	115162778	+	10.5	NA	NA	NA	-12042	transcript:Zm00001d030234_T001								
3-2950	3	279170	279367	+	10.5	NA	NA	NA	-48841	transcript:Zm00001d039234_T001								
4-3170	4	48164009	48164206	+	10.5	NA	"intron (transcript:Zm00001d049853_T001, intron 5 of 5)"	NA	2649	transcript:Zm00001d049853_T001								
6-2236	6	173936593	173936790	+	10.5	NA	TTS (transcript:Zm00001d039231_T002)	NA	2521	transcript:Zm00001d039231_T005								
3-2609-2	3	25952179	25952376	+	10.5	NA	TTS (transcript:Zm00001d040076_T001)	NA	2620	transcript:Zm00001d040076_T001								
9-2239-2	9	35608307	35608504	+	10.5	NA	NA	NA	-15902	transcript:Zm00001d045729_T001								
5-2039	5	125965157	125965354	+	10.5	NA	NA	NA	-159403	transcript:Zm00001d015846_T001								
7-2328	7	15811477	15811674	+	10.5	NA	"5' UTR (transcript:Zm00001d019087_T016, exon 1 of 6)"	NA	941	transcript:Zm00001d019087_T017								
4-3324	4	150763572	150763769	+	10.5	NA	NA	NA	7690	transcript:Zm00001d051252_T001								
1-4441	1	196190438	196190635	+	10.5	NA	TTS (transcript:Zm00001d031614_T001)	NA	2490	transcript:Zm00001d031614_T001								
2-3464	2	176572392	176572589	+	10.5	NA	NA	NA	5059	transcript:Zm00001d005504_T001								
4-2732	4	31624073	31624270	+	10.5	NA	NA	NA	35771	transcript:Zm00001d049476_T167								
2-2940-2	2	154389690	154389887	+	10.5	NA	NA	NA	9785	transcript:Zm00001d005023_T001								
6-2464	6	114747030	114747227	+	10.5	NA	promoter-TSS (transcript:Zm00001d037171_T001)	NA	-190	transcript:Zm00001d037171_T001								
7-1816-2	7	50500999	50501196	+	10.5	NA	NA	NA	38318	transcript:Zm00001d019678_T001								
6-1735-2	6	56743466	56743663	+	10.5	NA	NA	NA	-77955	transcript:Zm00001d035859_T001								
3-2545-2	3	227870788	227870985	+	10.5	NA	"3' UTR (transcript:Zm00001d044433_T004, exon 15 of 15)"	NA	2463	transcript:Zm00001d044433_T019								
4-3060	4	241804904	241805101	+	10.5	NA	NA	NA	2076	transcript:Zm00001d053824_T001								
9-1713	9	63092531	63092728	+	10.5	NA	NA	NA	-79568	transcript:Zm00001d027108_T001								
7-1272-2	7	10357760	10357957	+	10.5	NA	NA	NA	-2273	transcript:Zm00001d018951_T001								
4-3398	4	179566483	179566680	+	10.5	NA	NA	NA	2023	transcript:Zm00001d052102_T001								
10-1693-2	10	101214358	101214555	+	10.5	NA	promoter-TSS (transcript:Zm00001d025043_T002)	NA	23	transcript:Zm00001d025043_T001								
2-3300	2	85184655	85184852	+	10.5	NA	NA	NA	114181	transcript:Zm00001d004128_T001								
9-1977	9	65696076	65696273	+	10.5	NA	NA	NA	-19340	transcript:Zm00001d046134_T001								
1-3312	1	176176042	176176239	+	10.5	NA	NA	NA	-16593	transcript:Zm00001d031077_T001								
9-2430	9	128261997	128262194	+	10.5	NA	"exon (transcript:Zm00001d047382_T003, exon 2 of 5)"	NA	778	transcript:Zm00001d047382_T003								
4-3511	4	219728423	219728620	+	10.5	NA	NA	NA	4117	transcript:Zm00001d053205_T001								
6-2025	6	70470002	70470199	+	10.5	NA	NA	NA	51089	transcript:Zm00001d036072_T001								
2-3179	2	25481636	25481833	+	10.5	NA	NA	NA	59349	transcript:Zm00001d002878_T001								
6-1966	6	23340952	23341149	+	10.5	NA	NA	NA	62862	transcript:Zm00001d035365_T001								
3-1946-2	3	10778540	10778737	+	10.5	NA	NA	NA	3689	transcript:Zm00001d039654_T003								
3-2681	3	73013225	73013422	+	10.5	NA	NA	NA	199915	transcript:Zm00001d040864_T001								
5-3180	5	161088092	161088289	+	10.5	NA	"intron (transcript:Zm00001d016402_T024, intron 5 of 18)"	NA	274	transcript:Zm00001d016402_T082								
2-3330	2	103734939	103735136	+	10.5	NA	NA	NA	53282	transcript:Zm00001d004330_T001								
4-2389	4	37835969	37836166	+	10.5	NA	NA	NA	20108	transcript:Zm00001d049620_T001								
3-2604-2	3	22520816	22521013	+	10.5	NA	NA	NA	-22847	transcript:Zm00001d040003_T001								
9-2060	9	117550303	117550500	+	10.5	NA	"intron (transcript:Zm00001d047078_T002, intron 1 of 4)"	NA	-588	transcript:Zm00001d047078_T001								
2-2535	2	175399979	175400176	+	10.5	NA	"5' UTR (transcript:Zm00001d005473_T005, exon 2 of 4)"	NA	105	transcript:Zm00001d005473_T002								
10-1987	10	102246916	102247113	+	10.5	NA	"3' UTR (transcript:Zm00001d025062_T001, exon 2 of 2)"	NA	3040	transcript:Zm00001d025062_T001								
1-4099	1	15405453	15405650	+	10.5	NA	NA	NA	4073	transcript:Zm00001d027856_T001								
4-2722	4	21941846	21942043	+	10.5	NA	NA	NA	15078	transcript:Zm00001d049231_T001								
9-1575	9	136201273	136201470	+	10.5	NA	NA	NA	-9119	transcript:Zm00001d047580_T001								
3-2073-2	3	133690910	133691107	+	10.5	NA	NA	NA	-19116	transcript:Zm00001d041693_T001								
4-2701	4	12248456	12248653	+	10.5	NA	TTS (transcript:Zm00001d049002_T001)	NA	1472	transcript:Zm00001d049002_T001								
2-2555-2	2	189026424	189026621	+	10.5	NA	TTS (transcript:Zm00001d005798_T001)	NA	-2723	transcript:Zm00001d005799_T001								
5-2591	5	22501007	22501204	+	10.5	NA	"3' UTR (transcript:Zm00001d013847_T001, exon 3 of 3)"	NA	1356	transcript:Zm00001d013847_T003								
6-2513	6	137207662	137207859	+	10.5	NA	NA	NA	-23289	transcript:Zm00001d037774_T001								
1-3613	1	40115664	40115861	+	10.5	NA	NA	NA	-1438	transcript:Zm00001d028591_T001								
9-2279	9	57791591	57791788	+	10.5	NA	NA	NA	-300260	transcript:Zm00001d046036_T002								
5-2950	5	18188714	18188911	+	10.5	NA	"intron (transcript:Zm00001d013706_T001, intron 1 of 6)"	NA	845	transcript:Zm00001d013706_T001								
4-3556	4	241941303	241941500	+	10.5	NA	"exon (transcript:Zm00001d053827_T001, exon 5 of 14)"	NA	2791	transcript:Zm00001d053827_T001								
1-4412	1	183362951	183363148	+	10.5	NA	NA	NA	-4465	transcript:Zm00001d031243_T001								
5-3326	5	219546216	219546413	+	10.5	NA	NA	NA	29734	transcript:Zm00001d018377_T011								
6-2288	6	29260881	29261078	+	10.5	NA	NA	NA	-15132	transcript:Zm00001d035490_T001								
1-3711	1	105151417	105151614	+	10.5	NA	NA	NA	-30196	transcript:Zm00001d030094_T001								
2-2791	2	50231200	50231397	+	10.5	NA	NA	NA	77401	transcript:Zm00001d003614_T001								
9-2344	9	89695637	89695834	+	10.5	NA	NA	NA	-38467	transcript:Zm00001d046438_T004								
9-2055	9	115118199	115118396	+	10.5	NA	TTS (transcript:Zm00001d047012_T001)	NA	845	transcript:Zm00001d047012_T001								
4-2522-2	4	155392544	155392741	+	10.5	NA	NA	NA	-57942	transcript:Zm00001d051349_T001								
7-2484	7	110641490	110641687	+	10.5	NA	NA	NA	-33451	transcript:Zm00001d020385_T001								
1-3992	1	279170598	279170795	+	10.5	NA	NA	NA	11802	transcript:Zm00001d033938_T001								
2-3566	2	220737190	220737387	+	10.5	NA	"intron (transcript:Zm00001d007042_T002, intron 1 of 1)"	NA	1562	transcript:Zm00001d007042_T002								
1-3627	1	46503541	46503738	+	10.5	NA	NA	NA	-4244	transcript:Zm00001d028793_T001								
7-2428	7	78254755	78254952	+	10.5	NA	NA	NA	-23988	transcript:Zm00001d019941_T002								
8-2330	8	96904446	96904643	+	10.5	NA	NA	NA	29015	transcript:Zm00001d010049_T002								
1-3826	1	191407526	191407723	+	10.5	NA	NA	NA	-24116	transcript:Zm00001d031479_T001								
1-3862	1	206913133	206913330	+	10.5	NA	NA	NA	-1064	transcript:Zm00001d031922_T001								
1-3968-2	1	261933426	261933623	+	10.5	NA	NA	NA	-1765	transcript:Zm00001d033402_T002								
2-2340	2	23567744	23567941	+	10.5	NA	NA	NA	9718	transcript:Zm00001d002819_T002								
2-3351	2	118187605	118187802	+	10.5	NA	NA	NA	-4697	transcript:Zm00001d004564_T010								
7-2374-2	7	39998378	39998575	+	10.5	NA	"exon (transcript:Zm00001d019526_T001, exon 2 of 3)"	NA	1249	transcript:Zm00001d019526_T001								
5-2631	5	47645463	47645660	+	10.5	NA	NA	NA	-49154	transcript:Zm00001d014447_T001								
4-3433	4	191562266	191562463	+	10.5	NA	NA	NA	-5226	transcript:Zm00001d052504_T001								
9-2132-2	9	151247039	151247236	+	10.5	NA	TTS (transcript:Zm00001d048166_T001)	NA	4948	transcript:Zm00001d048166_T002								
3-2810	3	169692085	169692282	+	10.5	NA	TTS (transcript:Zm00001d042503_T001)	NA	644	transcript:Zm00001d042503_T001								
8-1843	8	176257199	176257396	+	10.5	NA	"exon (transcript:Zm00001d012534_T001, exon 9 of 12)"	NA	2773	transcript:Zm00001d012535_T001								
9-2089	9	129125040	129125237	+	10.5	NA	NA	NA	22926	transcript:Zm00001d047407_T001								
3-2859-2	3	190986671	190986868	+	10.5	NA	NA	NA	-13577	transcript:Zm00001d043188_T001								
10-1708	10	107307930	107308127	+	10.5	NA	NA	NA	-2779	transcript:Zm00001d023154_T001								
8-2473	8	164192516	164192713	+	10.5	NA	"exon (transcript:Zm00001d011898_T001, exon 5 of 6)"	NA	2852	transcript:Zm00001d011898_T001								
10-1215-2	10	54314000	54314197	+	10.5	NA	NA	NA	43036	transcript:Zm00001d024187_T001								
1-2875	1	196819374	196819571	+	10.5	NA	NA	NA	-24584	transcript:Zm00001d031626_T001								
3-2265	3	24347740	24347937	+	10.5	NA	"exon (transcript:Zm00001d040040_T001, exon 3 of 3)"	NA	2381	transcript:Zm00001d040040_T001								
10-1458-2	10	99327766	99327963	+	10.5	NA	NA	NA	-19070	transcript:Zm00001d025006_T001								
9-2184	9	7052159	7052356	+	10.5	NA	NA	NA	26973	transcript:Zm00001d044912_T001								
3-2242	3	12156460	12156657	+	10.5	NA	NA	NA	-1722	transcript:Zm00001d039694_T001								
2-3283	2	72696256	72696453	+	10.5	NA	NA	NA	33211	transcript:Zm00001d003967_T001								
10-1800-2	10	1808419	1808616	+	10.5	NA	promoter-TSS (transcript:Zm00001d023272_T010)	NA	-118	transcript:Zm00001d023272_T010								
9-1838-2	9	144531509	144531706	+	10.5	NA	"3' UTR (transcript:Zm00001d047895_T001, exon 5 of 5)"	NA	1684	transcript:Zm00001d047895_T001								
6-2190-2	6	161122502	161122699	+	10.5	NA	"intron (transcript:Zm00001d038623_T003, intron 1 of 11)"	NA	1188	transcript:Zm00001d038623_T004								
3-2930	3	227055113	227055310	+	10.5	NA	TTS (transcript:Zm00001d044394_T004)	NA	2094	transcript:Zm00001d044395_T003								
5-3119	5	120901554	120901751	+	10.5	NA	NA	NA	-92664	transcript:Zm00001d015796_T001								
7-1482-2	7	290855	291052	+	10.5	NA	"exon (transcript:Zm00001d018596_T014, exon 2 of 5)"	NA	194	transcript:Zm00001d001069_T001								
9-1790	9	115642086	115642283	+	10.5	NA	"exon (transcript:Zm00001d047023_T001, exon 9 of 13)"	NA	6476	transcript:Zm00001d047023_T001								
3-3334	3	191660311	191660508	+	10.5	NA	NA	NA	-37129	transcript:Zm00001d043206_T001								
7-2214	7	150659387	150659584	+	10.5	NA	NA	NA	-1103	transcript:Zm00001d021388_T001								
4-3227	4	85206794	85206991	+	10.5	NA	NA	NA	-4130	transcript:Zm00001d050388_T001								
3-3160-2	3	110467841	110468038	+	10.5	NA	"exon (transcript:Zm00001d041287_T001, exon 3 of 4)"	NA	1602	transcript:Zm00001d000582_T001								
3-2961	3	1874641	1874838	+	10.5	NA	NA	NA	2662	transcript:Zm00001d039324_T001								
6-1826	6	123574288	123574485	+	10.5	NA	"intron (transcript:Zm00001d037377_T002, intron 28 of 34)"	NA	8320	transcript:Zm00001d037377_T074								
1-3843	1	197920023	197920220	+	10.5	NA	"intron (transcript:Zm00001d031662_T001, intron 1 of 3)"	NA	1418	transcript:Zm00001d031662_T001								
7-2585	7	153354994	153355191	+	10.5	NA	"intron (transcript:Zm00001d021480_T002, intron 1 of 7)"	NA	328	transcript:Zm00001d021480_T004								
3-3236	3	146309027	146309224	+	10.5	NA	NA	NA	-20934	transcript:Zm00001d041973_T001								
9-1784-2	9	109576892	109577089	+	10.5	NA	NA	NA	-20171	transcript:Zm00001d046900_T001								
5-3336	5	221690451	221690648	+	10.5	NA	promoter-TSS (transcript:Zm00001d018487_T005)	NA	-581	transcript:Zm00001d018487_T005								
6-2542	6	152444514	152444711	+	10.5	NA	TTS (transcript:Zm00001d038255_T001)	NA	1521	transcript:Zm00001d038255_T001								
4-2466	4	112877204	112877401	+	10.5	NA	promoter-TSS (transcript:Zm00001d050659_T001)	NA	-745	transcript:Zm00001d050659_T001								
7-2110-2	7	82307478	82307675	+	10.5	NA	NA	NA	-392280	transcript:Zm00001d019983_T001								
2-3067-2	2	223811646	223811843	+	10.5	NA	"intron (transcript:Zm00001d007173_T006, intron 5 of 10)"	NA	2466	transcript:Zm00001d007173_T006								
5-3305	5	214626372	214626569	+	10.5	NA	NA	NA	5020	transcript:Zm00001d018113_T023								
5-2201	5	2336923	2337120	+	10.5	NA	NA	NA	-3994	transcript:Zm00001d012953_T001								
8-1955	8	76216520	76216717	+	10.5	NA	TTS (transcript:Zm00001d009693_T002)	NA	5136	transcript:Zm00001d009693_T003								
1-4193	1	51751002	51751199	+	10.5	NA	NA	NA	5936	transcript:Zm00001d028926_T001								
1-3736	1	123933310	123933507	+	10.5	NA	NA	NA	-2025	transcript:Zm00001d030345_T001								
10-1714	10	112934235	112934432	+	10.5	NA	NA	NA	1929	transcript:Zm00001d025293_T001								
4-2324	4	1285100	1285297	+	10.5	NA	promoter-TSS (transcript:Zm00001d048611_T001)	NA	-714	transcript:Zm00001d048611_T001								
5-2321	5	80101681	80101878	+	10.5	NA	"intron (transcript:Zm00001d015229_T001, intron 7 of 9)"	NA	2919	transcript:Zm00001d015229_T001								
4-2842	4	117320203	117320400	+	10.5	NA	NA	NA	-105192	transcript:Zm00001d050708_T001								
2-2609	2	217006067	217006264	+	10.5	NA	NA	NA	3503	transcript:Zm00001d006800_T001								
6-1727	6	49220688	49220885	+	10.5	NA	NA	NA	39653	transcript:Zm00001d035789_T003								
3-3328	3	188447561	188447758	+	10.5	NA	"intron (transcript:Zm00001d043076_T001, intron 1 of 2)"	NA	654	transcript:Zm00001d043076_T002								
8-1890	8	18842017	18842214	+	10.5	NA	promoter-TSS (transcript:Zm00001d008743_T009)	NA	18	transcript:Zm00001d008743_T009								
2-3108	2	239260547	239260744	+	10.5	NA	promoter-TSS (transcript:Zm00001d007764_T001)	NA	-456	transcript:Zm00001d007764_T001								
2-3242	2	53295238	53295435	+	10.5	NA	NA	NA	-11911	transcript:Zm00001d003669_T001								
7-2099	7	73198941	73199138	+	10.5	NA	NA	NA	-90887	transcript:Zm00001d001163_T001								
7-2467	7	100717981	100718178	+	10.5	NA	NA	NA	6124	transcript:Zm00001d020222_T001								
3-3291	3	171207380	171207577	+	10.5	NA	NA	NA	-4225	transcript:Zm00001d042538_T001								
5-3090	5	95057621	95057818	+	10.5	NA	NA	NA	-126171	transcript:Zm00001d015515_T001								
8-1996	8	101097263	101097460	+	10.5	NA	NA	NA	33716	transcript:Zm00001d010137_T001								
1-3823-2	1	186793709	186793906	+	10.5	NA	NA	NA	9658	transcript:Zm00001d031341_T001								
3-3155-2	3	108270500	108270697	+	10.5	NA	NA	NA	-43020	transcript:Zm00001d041250_T001								
5-2817	5	186109773	186109970	+	10.5	NA	TTS (transcript:Zm00001d017121_T002)	NA	4457	transcript:Zm00001d017121_T002								
2-3492	2	190289703	190289900	+	10.5	NA	"intron (transcript:Zm00001d005831_T012, intron 1 of 2)"	NA	835	transcript:Zm00001d005831_T013								
1-3722-2	1	112635862	112636059	+	10.5	NA	NA	NA	-46298	transcript:Zm00001d022790_T001								
5-2548-2	5	4332012	4332209	+	10.5	NA	"exon (transcript:Zm00001d013073_T003, exon 4 of 5)"	NA	1548	transcript:Zm00001d013073_T002								
7-2482	7	108620253	108620450	+	10.5	NA	NA	NA	13987	transcript:Zm00001d020353_T006								
8-2506	8	176423141	176423338	+	10.5	NA	"intron (transcript:Zm00001d012544_T001, intron 3 of 4)"	NA	-1403	transcript:Zm00001d012544_T002								
6-2481	6	126565947	126566144	+	10.5	NA	NA	NA	-5112	transcript:Zm00001d037477_T001								
4-1762	4	14493796	14493993	+	10.5	NA	promoter-TSS (transcript:Zm00001d049061_T001)	NA	-498	transcript:Zm00001d049061_T001								
2-2550-2	2	187452606	187452803	+	10.5	NA	promoter-TSS (transcript:Zm00001d005769_T003)	NA	-153	transcript:Zm00001d005769_T001								
8-1452	8	67485028	67485225	+	10.5	NA	NA	NA	-3060	transcript:Zm00001d009499_T001								
4-2745	4	46351930	46352127	+	10.5	NA	"intron (transcript:Zm00001d049822_T001, intron 1 of 2)"	NA	1431	transcript:Zm00001d049822_T001								
6-2289	6	29280372	29280569	+	10.5	NA	NA	NA	-34623	transcript:Zm00001d035490_T001								
2-3000-2	2	190285882	190286079	+	10.5	NA	"3' UTR (transcript:Zm00001d005831_T013, exon 6 of 6)"	NA	815	transcript:Zm00001d005831_T001								
4-3548	4	237221561	237221758	+	10.5	NA	"intron (transcript:Zm00001d053627_T001, intron 1 of 9)"	NA	934	transcript:Zm00001d053627_T003								
8-2198	8	22864733	22864930	+	10.5	NA	promoter-TSS (transcript:Zm00001d008858_T001)	NA	-342	transcript:Zm00001d008858_T001								
4-3108	4	15629162	15629359	+	10.5	NA	"intron (transcript:Zm00001d049087_T003, intron 5 of 20)"	NA	11233	transcript:Zm00001d049087_T006								
9-1882	9	3990860	3991057	+	10.5	NA	"exon (transcript:Zm00001d044825_T001, exon 1 of 4)"	NA	1247	transcript:Zm00001d044825_T001								
3-3093	3	66287909	66288106	+	10.5	NA	NA	NA	-9248	transcript:Zm00001d040794_T001								
5-2860	5	203614416	203614613	+	10.5	NA	promoter-TSS (transcript:Zm00001d017671_T001)	NA	-142	transcript:Zm00001d017671_T001								
3-2310-2	3	54137822	54138019	+	10.5	NA	NA	NA	-1442	transcript:Zm00001d040619_T001								
10-1199-2	10	38385890	38386087	+	10.5	NA	NA	NA	158712	transcript:Zm00001d024030_T001								
2-3564	2	220173467	220173664	+	10.5	NA	"intron (transcript:Zm00001d007012_T001, intron 1 of 3)"	NA	474	transcript:Zm00001d007012_T001								
3-3072	3	57899804	57900001	+	10.5	NA	NA	NA	-62105	transcript:Zm00001d040682_T001								
5-2087	5	164629258	164629455	+	10.5	NA	"intron (transcript:Zm00001d016493_T001, intron 1 of 1)"	NA	1955	transcript:Zm00001d016493_T001								
9-1643	9	18785150	18785347	+	10.5	NA	"intron (transcript:Zm00001d045310_T003, intron 3 of 5)"	NA	2957	transcript:Zm00001d045310_T003								
10-1927	10	73232592	73232789	+	10.5	NA	NA	NA	7941	transcript:Zm00001d023124_T001								
7-1667-2	7	150446150	150446347	+	10.5	NA	NA	NA	-27238	transcript:Zm00001d021381_T001								
